Board,Grade,Subject,Locale,Content Availability,Remarks
NIOS,Secondary Course, Science & Technology,Odia,No,
NIOS,Secondary Course, Social Science,Odia,No,
NIOS,Secondary Course, Economics,Odia,No,
NIOS,Secondary Course, Business Studies,Odia,No,
NIOS,Secondary Course, Home Science,Odia,No,
NIOS,Secondary Course, Psychology,Odia,No,
NIOS,Secondary Course, Indian Culture & Heritage,Odia,No,
NIOS,Secondary Course, Painting,Odia,No,
NIOS,Secondary Course, Data Entry Operations,Odia,No,
NIOS,Secondary Course, English,Odia,No,
NIOS,Secondary Course, Hindi,Odia,No,
NIOS,Secondary Course, Urdu,Odia,No,
NIOS,Secondary Course, Sanskrit,Odia,No,
NIOS,Secondary Course, Bengali,Odia,No,
NIOS,Secondary Course, Marathi,Odia,No,
NIOS,Secondary Course, Telugu,Odia,No,
NIOS,Secondary Course, Gujarati,Odia,No,
NIOS,Secondary Course, Malayalam,Odia,No,
NIOS,Secondary Course, Odia,Odia,No,
NIOS,Secondary Course, Punjabi,Odia,No,
NIOS,Secondary Course, Assamese,Odia,No,
NIOS,Secondary Course, Kannada,Odia,No,
NIOS,Secondary Course, Tamil,Odia,No,
NIOS,Secondary Course, Bodo,Odia,No,
NIOS,Secondary Course, Dogri,Odia,No,
NIOS,Secondary Course, Kashmiri,Odia,No,
NIOS,Secondary Course, Konkani,Odia,No,
NIOS,Secondary Course, Maithili,Odia,No,
NIOS,Secondary Course, Manipuri (Meitei),Odia,No,
NIOS,Secondary Course, Nepali,Odia,No,
NIOS,Secondary Course, Sindhi,Odia,No,
NIOS,Senior Secondary Course,Mathematics,Odia,No,
NIOS,Senior Secondary Course, Physics,Odia,No,
NIOS,Senior Secondary Course, Chemistry,Odia,No,
NIOS,Senior Secondary Course, Biology,Odia,No,
NIOS,Senior Secondary Course, Environmental Science,Odia,No,
NIOS,Senior Secondary Course, Computer Science,Odia,No,
NIOS,Senior Secondary Course, Data Entry Operations,Odia,No,
NIOS,Senior Secondary Course, Economics,Odia,No,
NIOS,Senior Secondary Course, Business Studies,Odia,No,
NIOS,Senior Secondary Course, Accountancy,Odia,No,
NIOS,Senior Secondary Course, Psychology,Odia,No,
NIOS,Senior Secondary Course, Sociology,Odia,No,
NIOS,Senior Secondary Course, History,Odia,No,
NIOS,Senior Secondary Course, Geography,Odia,No,
NIOS,Senior Secondary Course, Political Science,Odia,No,
NIOS,Senior Secondary Course, Home Science,Odia,No,
NIOS,Senior Secondary Course, Philosophy,Odia,No,
NIOS,Senior Secondary Course, Painting English,Odia,No,
NIOS,Senior Secondary Course, Hindi,Odia,No,
NIOS,Senior Secondary Course, Urdu,Odia,No,
NIOS,Senior Secondary Course, Sanskrit,Odia,No,
NIOS,Senior Secondary Course, Bengali,Odia,No,
NIOS,Senior Secondary Course, Marathi,Odia,No,
NIOS,Senior Secondary Course, Telugu,Odia,No,
NIOS,Senior Secondary Course, Gujarati,Odia,No,
NIOS,Senior Secondary Course, Malayalam,Odia,No,
NIOS,Senior Secondary Course, Odia,Odia,No,
NIOS,Senior Secondary Course, Punjabi,Odia,No,
NIOS,Senior Secondary Course, Assamese,Odia,No,
NIOS,Senior Secondary Course, Kannada,Odia,No,
NIOS,Senior Secondary Course, Tamil,Odia,No,
NIOS,Senior Secondary Course, Bodo,Odia,No,
NIOS,Senior Secondary Course, Dogri,Odia,No,
NIOS,Senior Secondary Course, Kashmiri,Odia,No,
NIOS,Senior Secondary Course, Konkani,Odia,No,
NIOS,Senior Secondary Course, Maithili,Odia,No,
NIOS,Senior Secondary Course, Manipuri (Meitei),Odia,No,
NIOS,Senior Secondary Course, Nepali,Odia,No,
NIOS,Senior Secondary Course, Sindhi,Odia,No,
NIOS,Level A,Basic Literacy (Reading & Writing),Arabic,No,
NIOS,Level A,Basic Numeracy,Arabic,No,
NIOS,Level A,Environmental Awareness,Arabic,No,
NIOS,Level A,Life Skills,Arabic,No,
NIOS,Level A,Creative Activities,Arabic,No,
NIOS,Level A,Assamese,Arabic,No,
NIOS,Level A,Bengali,Arabic,No,
NIOS,Level A,Bodo,Arabic,No,
NIOS,Level A,Dogri,Arabic,No,
NIOS,Level A,Gujarati,Arabic,No,
NIOS,Level A,Kannada,Arabic,No,
NIOS,Level A,Kashmiri,Arabic,No,
NIOS,Level A,Konkani,Arabic,No,
NIOS,Level A,Maithili,Arabic,No,
NIOS,Level A,Malayalam,Arabic,No,
NIOS,Level A,Manipuri (Meitei),Arabic,No,
NIOS,Level A,Marathi,Arabic,No,
NIOS,Level A,Nepali,Arabic,No,
NIOS,Level A,Odia,Arabic,No,
NIOS,Level A,Punjabi,Arabic,No,
NIOS,Level A,Sindhi,Arabic,No,
NIOS,Level A,Tamil,Arabic,No,
NIOS,Level A,Telugu,Arabic,No,
NIOS,Level A,Urdu,Arabic,No,
NIOS,Level A,Hindi,Arabic,No,
NIOS,Level A,English,Arabic,No,
NIOS,Level B,Mathematics,Arabic,No,
NIOS,Level B, Environmental Studies,Arabic,No,
NIOS,Level B, Life Skills,Arabic,No,
NIOS,Level B, Computer Awareness,Arabic,No,
NIOS,Level B, Creative Activities,Arabic,No,
NIOS,Level B,Assamese,Arabic,No,
NIOS,Level B, Bengali,Arabic,No,
NIOS,Level B, Bodo,Arabic,No,
NIOS,Level B, Dogri,Arabic,No,
NIOS,Level B, Gujarati,Arabic,No,
NIOS,Level B, Kannada,Arabic,No,
NIOS,Level B, Kashmiri,Arabic,No,
NIOS,Level B, Konkani,Arabic,No,
NIOS,Level B, Maithili,Arabic,No,
NIOS,Level B, Malayalam,Arabic,No,
NIOS,Level B, Manipuri (Meitei),Arabic,No,
NIOS,Level B, Marathi,Arabic,No,
NIOS,Level B, Nepali,Arabic,No,
NIOS,Level B, Odia,Arabic,No,
NIOS,Level B, Punjabi,Arabic,No,
NIOS,Level B, Sindhi,Arabic,No,
NIOS,Level B, Tamil,Arabic,No,
NIOS,Level B, Telugu,Arabic,No,
NIOS,Level B, Urdu,Arabic,No,
NIOS,Level B, Hindi,Arabic,No,
NIOS,Level B, English,Arabic,No,
NIOS,Level C,Mathematics,Arabic,No,
NIOS,Level C, Science,Arabic,No,
NIOS,Level C, Social Science,Arabic,No,
NIOS,Level C, Computer Science,Arabic,No,
NIOS,Level C, Life Skills,Arabic,No,
NIOS,Level C, Work Education,Arabic,No,
NIOS,Level C,Assamese,Arabic,No,
NIOS,Level C, Bengali,Arabic,No,
NIOS,Level C, Bodo,Arabic,No,
NIOS,Level C, Dogri,Arabic,No,
NIOS,Level C, Gujarati,Arabic,No,
NIOS,Level C, Kannada,Arabic,No,
NIOS,Level C, Kashmiri,Arabic,No,
NIOS,Level C, Konkani,Arabic,No,
NIOS,Level C, Maithili,Arabic,No,
NIOS,Level C, Malayalam,Arabic,No,
NIOS,Level C, Manipuri (Meitei),Arabic,No,
NIOS,Level C, Marathi,Arabic,No,
NIOS,Level C, Nepali,Arabic,No,
NIOS,Level C, Odia,Arabic,No,
NIOS,Level C, Punjabi,Arabic,No,
NIOS,Level C, Sindhi,Arabic,No,
NIOS,Level C, Tamil,Arabic,No,
NIOS,Level C, Telugu,Arabic,No,
NIOS,Level C, Urdu,Arabic,No,
NIOS,Level C, Hindi,Arabic,No,
NIOS,Level C, English,Arabic,No,
NIOS,Secondary Course,Mathematics,Arabic,No,
NIOS,Secondary Course, Science & Technology,Arabic,No,
NIOS,Secondary Course, Social Science,Arabic,No,
NIOS,Secondary Course, Economics,Arabic,No,
NIOS,Secondary Course, Business Studies,Arabic,No,
NIOS,Secondary Course, Home Science,Arabic,No,
NIOS,Secondary Course, Psychology,Arabic,No,
NIOS,Secondary Course, Indian Culture & Heritage,Arabic,No,
NIOS,Secondary Course, Painting,Arabic,No,
NIOS,Secondary Course, Data Entry Operations,Arabic,No,
NIOS,Secondary Course, English,Arabic,No,
NIOS,Secondary Course, Hindi,Arabic,No,
NIOS,Secondary Course, Urdu,Arabic,No,
NIOS,Secondary Course, Sanskrit,Arabic,No,
NIOS,Secondary Course, Bengali,Arabic,No,
NIOS,Secondary Course, Marathi,Arabic,No,
NIOS,Secondary Course, Telugu,Arabic,No,
NIOS,Secondary Course, Gujarati,Arabic,No,
NIOS,Secondary Course, Malayalam,Arabic,No,
NIOS,Secondary Course, Odia,Arabic,No,
NIOS,Secondary Course, Punjabi,Arabic,No,
NIOS,Secondary Course, Assamese,Arabic,No,
NIOS,Secondary Course, Kannada,Arabic,No,
NIOS,Secondary Course, Tamil,Arabic,No,
NIOS,Secondary Course, Bodo,Arabic,No,
NIOS,Secondary Course, Dogri,Arabic,No,
NIOS,Secondary Course, Kashmiri,Arabic,No,
NIOS,Secondary Course, Konkani,Arabic,No,
NIOS,Secondary Course, Maithili,Arabic,No,
NIOS,Secondary Course, Manipuri (Meitei),Arabic,No,
NIOS,Secondary Course, Nepali,Arabic,No,
NIOS,Secondary Course, Sindhi,Arabic,No,
NIOS,Senior Secondary Course,Mathematics,Arabic,No,
NIOS,Senior Secondary Course, Physics,Arabic,No,
NIOS,Senior Secondary Course, Chemistry,Arabic,No,
NIOS,Senior Secondary Course, Biology,Arabic,No,
NIOS,Senior Secondary Course, Environmental Science,Arabic,No,
NIOS,Senior Secondary Course, Computer Science,Arabic,No,
NIOS,Senior Secondary Course, Data Entry Operations,Arabic,No,
NIOS,Senior Secondary Course, Economics,Arabic,No,
NIOS,Senior Secondary Course, Business Studies,Arabic,No,
NIOS,Senior Secondary Course, Accountancy,Arabic,No,
NIOS,Senior Secondary Course, Psychology,Arabic,No,
NIOS,Senior Secondary Course, Sociology,Arabic,No,
NIOS,Senior Secondary Course, History,Arabic,No,
NIOS,Senior Secondary Course, Geography,Arabic,No,
NIOS,Senior Secondary Course, Political Science,Arabic,No,
NIOS,Senior Secondary Course, Home Science,Arabic,No,
NIOS,Senior Secondary Course, Philosophy,Arabic,No,
NIOS,Senior Secondary Course, Painting English,Arabic,No,
NIOS,Senior Secondary Course, Hindi,Arabic,No,
NIOS,Senior Secondary Course, Urdu,Arabic,No,
NIOS,Senior Secondary Course, Sanskrit,Arabic,No,
NIOS,Senior Secondary Course, Bengali,Arabic,No,
NIOS,Senior Secondary Course, Marathi,Arabic,No,
NIOS,Senior Secondary Course, Telugu,Arabic,No,
NIOS,Senior Secondary Course, Gujarati,Arabic,No,
NIOS,Senior Secondary Course, Malayalam,Arabic,No,
NIOS,Senior Secondary Course, Odia,Arabic,No,
NIOS,Senior Secondary Course, Punjabi,Arabic,No,
NIOS,Senior Secondary Course, Assamese,Arabic,No,
NIOS,Senior Secondary Course, Kannada,Arabic,No,
NIOS,Senior Secondary Course, Tamil,Arabic,No,
NIOS,Senior Secondary Course, Bodo,Arabic,No,
NIOS,Senior Secondary Course, Dogri,Arabic,No,
NIOS,Senior Secondary Course, Kashmiri,Arabic,No,
NIOS,Senior Secondary Course, Konkani,Arabic,No,
NIOS,Senior Secondary Course, Maithili,Arabic,No,
NIOS,Senior Secondary Course, Manipuri (Meitei),Arabic,No,
NIOS,Senior Secondary Course, Nepali,Arabic,No,
NIOS,Senior Secondary Course, Sindhi,Arabic,No,
NIOS,Level A,Basic Literacy (Reading & Writing),Persian,No,
NIOS,Level A,Basic Numeracy,Persian,No,
NIOS,Level A,Environmental Awareness,Persian,No,
NIOS,Level A,Life Skills,Persian,No,
NIOS,Level A,Creative Activities,Persian,No,
NIOS,Level A,Assamese,Persian,No,
NIOS,Level A,Bengali,Persian,No,
NIOS,Level A,Bodo,Persian,No,
NIOS,Level A,Dogri,Persian,No,
NIOS,Level A,Gujarati,Persian,No,
NIOS,Level A,Kannada,Persian,No,
NIOS,Level A,Kashmiri,Persian,No,
NIOS,Level A,Konkani,Persian,No,
NIOS,Level A,Maithili,Persian,No,
NIOS,Level A,Malayalam,Persian,No,
NIOS,Level A,Manipuri (Meitei),Persian,No,
NIOS,Level A,Marathi,Persian,No,
NIOS,Level A,Nepali,Persian,No,
NIOS,Level A,Odia,Persian,No,
NIOS,Level A,Punjabi,Persian,No,
NIOS,Level A,Sindhi,Persian,No,
NIOS,Level A,Tamil,Persian,No,
NIOS,Level A,Telugu,Persian,No,
NIOS,Level A,Urdu,Persian,No,
NIOS,Level A,Hindi,Persian,No,
NIOS,Level A,English,Persian,No,
NIOS,Level B,Mathematics,Persian,No,
NIOS,Level B, Environmental Studies,Persian,No,
NIOS,Level B, Life Skills,Persian,No,
NIOS,Level B, Computer Awareness,Persian,No,
NIOS,Level B, Creative Activities,Persian,No,
NIOS,Level B,Assamese,Persian,No,
NIOS,Level B, Bengali,Persian,No,
NIOS,Level B, Bodo,Persian,No,
NIOS,Level B, Dogri,Persian,No,
NIOS,Level B, Gujarati,Persian,No,
NIOS,Level B, Kannada,Persian,No,
NIOS,Level B, Kashmiri,Persian,No,
NIOS,Level B, Konkani,Persian,No,
NIOS,Level B, Maithili,Persian,No,
NIOS,Level B, Malayalam,Persian,No,
NIOS,Level B, Manipuri (Meitei),Persian,No,
NIOS,Level B, Marathi,Persian,No,
NIOS,Level B, Nepali,Persian,No,
NIOS,Level B, Odia,Persian,No,
NIOS,Level B, Punjabi,Persian,No,
NIOS,Level B, Sindhi,Persian,No,
NIOS,Level B, Tamil,Persian,No,
NIOS,Level B, Telugu,Persian,No,
NIOS,Level B, Urdu,Persian,No,
NIOS,Level B, Hindi,Persian,No,
NIOS,Level B, English,Persian,No,
NIOS,Level C,Mathematics,Persian,No,
NIOS,Level C, Science,Persian,No,
NIOS,Level C, Social Science,Persian,No,
NIOS,Level C, Computer Science,Persian,No,
NIOS,Level C, Life Skills,Persian,No,
NIOS,Level C, Work Education,Persian,No,
NIOS,Level C,Assamese,Persian,No,
NIOS,Level C, Bengali,Persian,No,
NIOS,Level C, Bodo,Persian,No,
NIOS,Level C, Dogri,Persian,No,
NIOS,Level C, Gujarati,Persian,No,
NIOS,Level C, Kannada,Persian,No,
NIOS,Level C, Kashmiri,Persian,No,
NIOS,Level C, Konkani,Persian,No,
NIOS,Level C, Maithili,Persian,No,
NIOS,Level C, Malayalam,Persian,No,
NIOS,Level C, Manipuri (Meitei),Persian,No,
NIOS,Level C, Marathi,Persian,No,
NIOS,Level C, Nepali,Persian,No,
NIOS,Level C, Odia,Persian,No,
NIOS,Level C, Punjabi,Persian,No,
NIOS,Level C, Sindhi,Persian,No,
NIOS,Level C, Tamil,Persian,No,
NIOS,Level C, Telugu,Persian,No,
NIOS,Level C, Urdu,Persian,No,
NIOS,Level C, Hindi,Persian,No,
NIOS,Level C, English,Persian,No,
NIOS,Secondary Course,Mathematics,Persian,No,
NIOS,Secondary Course, Science & Technology,Persian,No,
NIOS,Secondary Course, Social Science,Persian,No,
NIOS,Secondary Course, Economics,Persian,No,
NIOS,Secondary Course, Business Studies,Persian,No,
NIOS,Secondary Course, Home Science,Persian,No,
NIOS,Secondary Course, Psychology,Persian,No,
NIOS,Secondary Course, Indian Culture & Heritage,Persian,No,
NIOS,Secondary Course, Painting,Persian,No,
NIOS,Secondary Course, Data Entry Operations,Persian,No,
NIOS,Secondary Course, English,Persian,No,
NIOS,Secondary Course, Hindi,Persian,No,
NIOS,Secondary Course, Urdu,Persian,No,
NIOS,Secondary Course, Sanskrit,Persian,No,
NIOS,Secondary Course, Bengali,Persian,No,
NIOS,Secondary Course, Marathi,Persian,No,
NIOS,Secondary Course, Telugu,Persian,No,
NIOS,Secondary Course, Gujarati,Persian,No,
NIOS,Secondary Course, Malayalam,Persian,No,
NIOS,Secondary Course, Odia,Persian,No,
NIOS,Secondary Course, Punjabi,Persian,No,
NIOS,Secondary Course, Assamese,Persian,No,
NIOS,Secondary Course, Kannada,Persian,No,
NIOS,Secondary Course, Tamil,Persian,No,
NIOS,Secondary Course, Bodo,Persian,No,
NIOS,Secondary Course, Dogri,Persian,No,
NIOS,Secondary Course, Kashmiri,Persian,No,
NIOS,Secondary Course, Konkani,Persian,No,
NIOS,Secondary Course, Maithili,Persian,No,
NIOS,Secondary Course, Manipuri (Meitei),Persian,No,
NIOS,Secondary Course, Nepali,Persian,No,
NIOS,Secondary Course, Sindhi,Persian,No,
NIOS,Senior Secondary Course,Mathematics,Persian,No,
NIOS,Senior Secondary Course, Physics,Persian,No,
NIOS,Senior Secondary Course, Chemistry,Persian,No,
NIOS,Senior Secondary Course, Biology,Persian,No,
NIOS,Senior Secondary Course, Environmental Science,Persian,No,
NIOS,Senior Secondary Course, Computer Science,Persian,No,
NIOS,Senior Secondary Course, Data Entry Operations,Persian,No,
NIOS,Senior Secondary Course, Economics,Persian,No,
NIOS,Senior Secondary Course, Business Studies,Persian,No,
NIOS,Senior Secondary Course, Accountancy,Persian,No,
NIOS,Senior Secondary Course, Psychology,Persian,No,
NIOS,Senior Secondary Course, Sociology,Persian,No,
NIOS,Senior Secondary Course, History,Persian,No,
NIOS,Senior Secondary Course, Geography,Persian,No,
NIOS,Senior Secondary Course, Political Science,Persian,No,
NIOS,Senior Secondary Course, Home Science,Persian,No,
NIOS,Senior Secondary Course, Philosophy,Persian,No,
NIOS,Senior Secondary Course, Painting English,Persian,No,
NIOS,Senior Secondary Course, Hindi,Persian,No,
NIOS,Senior Secondary Course, Urdu,Persian,No,
NIOS,Senior Secondary Course, Sanskrit,Persian,No,
NIOS,Senior Secondary Course, Bengali,Persian,No,
NIOS,Senior Secondary Course, Marathi,Persian,No,
NIOS,Senior Secondary Course, Telugu,Persian,No,
NIOS,Senior Secondary Course, Gujarati,Persian,No,
NIOS,Senior Secondary Course, Malayalam,Persian,No,
NIOS,Senior Secondary Course, Odia,Persian,No,
NIOS,Senior Secondary Course, Punjabi,Persian,No,
NIOS,Senior Secondary Course, Assamese,Persian,No,
NIOS,Senior Secondary Course, Kannada,Persian,No,
NIOS,Senior Secondary Course, Tamil,Persian,No,
NIOS,Senior Secondary Course, Bodo,Persian,No,
NIOS,Senior Secondary Course, Dogri,Persian,No,
NIOS,Senior Secondary Course, Kashmiri,Persian,No,
NIOS,Senior Secondary Course, Konkani,Persian,No,
NIOS,Senior Secondary Course, Maithili,Persian,No,
NIOS,Senior Secondary Course, Manipuri (Meitei),Persian,No,
NIOS,Senior Secondary Course, Nepali,Persian,No,
NIOS,Senior Secondary Course, Sindhi,Persian,No,
NIOS,Level A,Basic Literacy (Reading & Writing),Tamil,No,
NIOS,Level A,Basic Numeracy,Tamil,No,
NIOS,Level A,Environmental Awareness,Tamil,No,
NIOS,Level A,Life Skills,Tamil,No,
NIOS,Level A,Creative Activities,Tamil,No,
NIOS,Level A,Assamese,Tamil,No,
NIOS,Level A,Bengali,Tamil,No,
NIOS,Level A,Bodo,Tamil,No,
NIOS,Level A,Dogri,Tamil,No,
NIOS,Level A,Gujarati,Tamil,No,
NIOS,Level A,Kannada,Tamil,No,
NIOS,Level A,Kashmiri,Tamil,No,
NIOS,Level A,Konkani,Tamil,No,
NIOS,Level A,Maithili,Tamil,No,
NIOS,Level A,Malayalam,Tamil,No,
NIOS,Level A,Manipuri (Meitei),Tamil,No,
NIOS,Level A,Marathi,Tamil,No,
NIOS,Level A,Nepali,Tamil,No,
NIOS,Level A,Odia,Tamil,No,
NIOS,Level A,Punjabi,Tamil,No,
NIOS,Level A,Sindhi,Tamil,No,
NIOS,Level A,Tamil,Tamil,No,
NIOS,Level A,Telugu,Tamil,No,
NIOS,Level A,Urdu,Tamil,No,
NIOS,Level A,Hindi,Tamil,No,
NIOS,Level A,English,Tamil,No,
NIOS,Level B,Mathematics,Tamil,No,
NIOS,Level B, Environmental Studies,Tamil,No,
NIOS,Level B, Life Skills,Tamil,No,
NIOS,Level B, Computer Awareness,Tamil,No,
NIOS,Level B, Creative Activities,Tamil,No,
NIOS,Level B,Assamese,Tamil,No,
NIOS,Level B, Bengali,Tamil,No,
NIOS,Level B, Bodo,Tamil,No,
NIOS,Level B, Dogri,Tamil,No,
NIOS,Level B, Gujarati,Tamil,No,
NIOS,Level B, Kannada,Tamil,No,
NIOS,Level B, Kashmiri,Tamil,No,
NIOS,Level B, Konkani,Tamil,No,
NIOS,Level B, Maithili,Tamil,No,
NIOS,Level B, Malayalam,Tamil,No,
NIOS,Level B, Manipuri (Meitei),Tamil,No,
NIOS,Level B, Marathi,Tamil,No,
NIOS,Level B, Nepali,Tamil,No,
NIOS,Level B, Odia,Tamil,No,
NIOS,Level B, Punjabi,Tamil,No,
NIOS,Level B, Sindhi,Tamil,No,
NIOS,Level B, Tamil,Tamil,No,
NIOS,Level B, Telugu,Tamil,No,
NIOS,Level B, Urdu,Tamil,No,
NIOS,Level B, Hindi,Tamil,No,
NIOS,Level B, English,Tamil,No,
NIOS,Level C,Mathematics,Tamil,No,
NIOS,Level C, Science,Tamil,No,
NIOS,Level C, Social Science,Tamil,No,
NIOS,Level C, Computer Science,Tamil,No,
NIOS,Level C, Life Skills,Tamil,No,
NIOS,Level C, Work Education,Tamil,No,
NIOS,Level C,Assamese,Tamil,No,
NIOS,Level C, Bengali,Tamil,No,
NIOS,Level C, Bodo,Tamil,No,
NIOS,Level C, Dogri,Tamil,No,
NIOS,Level C, Gujarati,Tamil,No,
NIOS,Level C, Kannada,Tamil,No,
NIOS,Level C, Kashmiri,Tamil,No,
NIOS,Level C, Konkani,Tamil,No,
NIOS,Level C, Maithili,Tamil,No,
NIOS,Level C, Malayalam,Tamil,No,
NIOS,Level C, Manipuri (Meitei),Tamil,No,
NIOS,Level C, Marathi,Tamil,No,
NIOS,Level C, Nepali,Tamil,No,
NIOS,Level C, Odia,Tamil,No,
NIOS,Level C, Punjabi,Tamil,No,
NIOS,Level C, Sindhi,Tamil,No,
NIOS,Level C, Tamil,Tamil,No,
NIOS,Level C, Telugu,Tamil,No,
NIOS,Level C, Urdu,Tamil,No,
NIOS,Level C, Hindi,Tamil,No,
NIOS,Level C, English,Tamil,No,
NIOS,Secondary Course,Mathematics,Tamil,No,
NIOS,Secondary Course, Science & Technology,Tamil,No,
NIOS,Secondary Course, Social Science,Tamil,No,
NIOS,Secondary Course, Economics,Tamil,No,
NIOS,Secondary Course, Business Studies,Tamil,No,
NIOS,Secondary Course, Home Science,Tamil,No,
NIOS,Secondary Course, Psychology,Tamil,No,
NIOS,Secondary Course, Indian Culture & Heritage,Tamil,No,
NIOS,Secondary Course, Painting,Tamil,No,
NIOS,Secondary Course, Data Entry Operations,Tamil,No,
NIOS,Secondary Course, English,Tamil,No,
NIOS,Secondary Course, Hindi,Tamil,No,
NIOS,Secondary Course, Urdu,Tamil,No,
NIOS,Secondary Course, Sanskrit,Tamil,No,
NIOS,Secondary Course, Bengali,Tamil,No,
NIOS,Secondary Course, Marathi,Tamil,No,
NIOS,Secondary Course, Telugu,Tamil,No,
NIOS,Secondary Course, Gujarati,Tamil,No,
NIOS,Secondary Course, Malayalam,Tamil,No,
NIOS,Secondary Course, Odia,Tamil,No,
NIOS,Secondary Course, Punjabi,Tamil,No,
NIOS,Secondary Course, Assamese,Tamil,No,
NIOS,Secondary Course, Kannada,Tamil,No,
NIOS,Secondary Course, Tamil,Tamil,No,
NIOS,Secondary Course, Bodo,Tamil,No,
NIOS,Secondary Course, Dogri,Tamil,No,
NIOS,Secondary Course, Kashmiri,Tamil,No,
NIOS,Secondary Course, Konkani,Tamil,No,
NIOS,Secondary Course, Maithili,Tamil,No,
NIOS,Secondary Course, Manipuri (Meitei),Tamil,No,
NIOS,Secondary Course, Nepali,Tamil,No,
NIOS,Secondary Course, Sindhi,Tamil,No,
NIOS,Senior Secondary Course,Mathematics,Tamil,No,
NIOS,Senior Secondary Course, Physics,Tamil,No,
NIOS,Senior Secondary Course, Chemistry,Tamil,No,
NIOS,Senior Secondary Course, Biology,Tamil,No,
NIOS,Senior Secondary Course, Environmental Science,Tamil,No,
NIOS,Senior Secondary Course, Computer Science,Tamil,No,
NIOS,Senior Secondary Course, Data Entry Operations,Tamil,No,
NIOS,Senior Secondary Course, Economics,Tamil,No,
NIOS,Senior Secondary Course, Business Studies,Tamil,No,
NIOS,Senior Secondary Course, Accountancy,Tamil,No,
NIOS,Senior Secondary Course, Psychology,Tamil,No,
NIOS,Senior Secondary Course, Sociology,Tamil,No,
NIOS,Senior Secondary Course, History,Tamil,No,
NIOS,Senior Secondary Course, Geography,Tamil,No,
NIOS,Senior Secondary Course, Political Science,Tamil,No,
NIOS,Senior Secondary Course, Home Science,Tamil,No,
NIOS,Senior Secondary Course, Philosophy,Tamil,No,
NIOS,Senior Secondary Course, Painting English,Tamil,No,
NIOS,Senior Secondary Course, Hindi,Tamil,No,
