Board,Grade,Subject,Locale,Content Availability,Remarks
Karnataka Board,4th Grade,English,English,No,
Karnataka Board,4th Grade,Kannada,English,No,
Karnataka Board,4th Grade,Hindi,English,No,
Karnataka Board,4th Grade,Urdu,English,No,
Karnataka Board,4th Grade,Tamil,English,No,
Karnataka Board,4th Grade,Telugu,English,No,
Karnataka Board,4th Grade,Marathi,English,No,
Karnataka Board,5th Grade,Mathematics,English,No,
Karnataka Board,5th Grade,Environmental Studies,English,No,
Karnataka Board,5th Grade,Computer Awareness,English,No,
Karnataka Board,5th Grade,General Knowledge,English,No,
Karnataka Board,5th Grade,Moral Education,English,No,
Karnataka Board,5th Grade,Physical Education,English,No,
Karnataka Board,5th Grade,Art & Craft,English,No,
Karnataka Board,5th Grade,Work Education,English,No,
Karnataka Board,5th Grade,English,English,No,
Karnataka Board,5th Grade,Kannada,English,No,
Karnataka Board,5th Grade,Hindi,English,No,
Karnataka Board,5th Grade,Urdu,English,No,
Karnataka Board,5th Grade,Tamil,English,No,
Karnataka Board,5th Grade,Telugu,English,No,
Karnataka Board,5th Grade,Marathi,English,No,
Karnataka Board,6th Grade,Mathematics,English,Yes,
Karnataka Board,6th Grade,Science,English,Yes,
Karnataka Board,6th Grade,Social Science,English,No,
Karnataka Board,6th Grade,Environmental Studies,English,No,
Karnataka Board,6th Grade,Computer Education,English,No,
Karnataka Board,6th Grade,Physical Education,English,No,
Karnataka Board,6th Grade,Art Education,English,No,
Karnataka Board,6th Grade,Work Education,English,No,
Karnataka Board,6th Grade,English,English,No,
Karnataka Board,6th Grade,Kannada,English,No,
Karnataka Board,6th Grade,Hindi,English,No,
Karnataka Board,6th Grade,Sanskrit,English,No,
Karnataka Board,6th Grade,Urdu,English,No,
Karnataka Board,6th Grade,Tamil,English,No,
Karnataka Board,6th Grade,Telugu,English,No,
Karnataka Board,6th Grade,Marathi,English,No,
Karnataka Board,7th Grade,Mathematics,English,Yes,
Karnataka Board,7th Grade,Science,English,Yes,
Karnataka Board,7th Grade,Social Science,English,No,
Karnataka Board,7th Grade,Environmental Studies,English,No,
Karnataka Board,7th Grade,Computer Education,English,No,
Karnataka Board,7th Grade,Physical Education,English,No,
Karnataka Board,7th Grade,Art Education,English,No,
Karnataka Board,7th Grade,Work Education,English,No,
Karnataka Board,7th Grade,English,English,No,
Karnataka Board,7th Grade,Kannada,English,No,
Karnataka Board,7th Grade,Hindi,English,No,
Karnataka Board,7th Grade,Sanskrit,English,No,
Karnataka Board,7th Grade,Urdu,English,No,
Karnataka Board,7th Grade,Tamil,English,No,
Karnataka Board,7th Grade,Telugu,English,No,
Karnataka Board,7th Grade,Marathi,English,No,
Karnataka Board,8th Grade,Mathematics,English,Yes,
Karnataka Board,8th Grade,Science,English,Yes,
Karnataka Board,8th Grade,Social Science,English,No,
Karnataka Board,8th Grade,Environmental Studies,English,No,
Karnataka Board,8th Grade,Computer Education,English,No,
Karnataka Board,8th Grade,Physical Education,English,No,
Karnataka Board,8th Grade,Art Education,English,No,
Karnataka Board,8th Grade,Work Education,English,No,
Karnataka Board,8th Grade,English,English,No,
Karnataka Board,8th Grade,Kannada,English,No,
Karnataka Board,8th Grade,Hindi,English,No,
Karnataka Board,8th Grade,Sanskrit,English,No,
Karnataka Board,8th Grade,Urdu,English,No,
Karnataka Board,8th Grade,Tamil,English,No,
Karnataka Board,8th Grade,Telugu,English,No,
Karnataka Board,8th Grade,Marathi,English,No,
Karnataka Board,9th Grade,Mathematics,English,Yes,
Karnataka Board,9th Grade,Science,English,Yes,
Karnataka Board,9th Grade,Social Science,English,No,
Karnataka Board,9th Grade,Environmental Studies,English,No,
Karnataka Board,9th Grade,Computer Education,English,No,
Karnataka Board,9th Grade,Physical Education,English,No,
Karnataka Board,9th Grade,Art Education,English,No,
Karnataka Board,9th Grade,Work Education,English,No,
Karnataka Board,9th Grade,English,English,No,
Karnataka Board,9th Grade,Kannada,English,No,
Karnataka Board,9th Grade,Hindi,English,No,
Karnataka Board,9th Grade,Sanskrit,English,No,
Karnataka Board,9th Grade,Urdu,English,No,
Karnataka Board,9th Grade,Tamil,English,No,
Karnataka Board,9th Grade,Telugu,English,No,
Karnataka Board,9th Grade,Marathi,English,No,
Karnataka Board,10th Grade,Mathematics,English,Yes,
Karnataka Board,10th Grade,Science,English,Yes,
Karnataka Board,10th Grade,Social Science,English,No,
Karnataka Board,10th Grade,Environmental Studies,English,No,
Karnataka Board,10th Grade,Computer Education,English,No,
Karnataka Board,10th Grade,Physical Education,English,No,
Karnataka Board,10th Grade,Art Education,English,No,
Karnataka Board,10th Grade,Work Education,English,No,
Karnataka Board,10th Grade,English,English,No,
Karnataka Board,10th Grade,Kannada,English,No,
Karnataka Board,10th Grade,Hindi,English,No,
Karnataka Board,10th Grade,Sanskrit,English,No,
Karnataka Board,10th Grade,Urdu,English,No,
Karnataka Board,10th Grade,Tamil,English,No,
Karnataka Board,10th Grade,Telugu,English,No,
Karnataka Board,10th Grade,Marathi,English,No,
Karnataka Board,11th Grade,Physics,English,Yes,
Karnataka Board,11th Grade,Chemistry,English,Yes,
Karnataka Board,11th Grade,Mathematics,English,Yes,
Karnataka Board,11th Grade,Biology,English,Yes,
Karnataka Board,11th Grade,Computer Science,English,No,
Karnataka Board,11th Grade,Electronics,English,No,
Karnataka Board,11th Grade,Environmental Science,English,No,
Karnataka Board,11th Grade,Biotechnology,English,No,
Karnataka Board,11th Grade,Economics,English,No,
Karnataka Board,11th Grade,History,English,No,
Karnataka Board,11th Grade,Geography,English,No,
Karnataka Board,11th Grade,Political Science,English,No,
Karnataka Board,11th Grade,Sociology,English,No,
Karnataka Board,11th Grade,Psychology,English,No,
Karnataka Board,11th Grade,Philosophy,English,No,
Karnataka Board,11th Grade,Home Science,English,No,
Karnataka Board,11th Grade,Physical Education,English,No,
Karnataka Board,11th Grade,Accountancy,English,No,
Karnataka Board,11th Grade,Business Studies,English,No,
Karnataka Board,11th Grade,Statistics,English,No,
Karnataka Board,11th Grade,English,English,No,
Karnataka Board,11th Grade,Kannada,English,No,
Karnataka Board,11th Grade,Hindi,English,No,
Karnataka Board,11th Grade,Sanskrit,English,No,
Karnataka Board,11th Grade,Urdu,English,No,
Karnataka Board,11th Grade,Tamil,English,No,
Karnataka Board,11th Grade,Telugu,English,No,
Karnataka Board,11th Grade,Marathi,English,No,
Karnataka Board,12th Grade,Physics,English,Yes,
Karnataka Board,12th Grade,Chemistry,English,Yes,
Karnataka Board,12th Grade,Mathematics,English,Yes,
Karnataka Board,12th Grade,Biology,English,Yes,
Karnataka Board,12th Grade,Computer Science,English,No,
Karnataka Board,12th Grade,Electronics,English,No,
Karnataka Board,12th Grade,Environmental Science,English,No,
Karnataka Board,12th Grade,Biotechnology,English,No,
Karnataka Board,12th Grade,Economics,English,No,
Karnataka Board,12th Grade,History,English,No,
Karnataka Board,12th Grade,Geography,English,No,
Karnataka Board,12th Grade,Political Science,English,No,
Karnataka Board,12th Grade,Sociology,English,No,
Karnataka Board,12th Grade,Psychology,English,No,
Karnataka Board,12th Grade,Philosophy,English,No,
Karnataka Board,12th Grade,Home Science,English,No,
Karnataka Board,12th Grade,Physical Education,English,No,
Karnataka Board,12th Grade,Accountancy,English,No,
Karnataka Board,12th Grade,Business Studies,English,No,
Karnataka Board,12th Grade,Statistics,English,No,
Karnataka Board,12th Grade,English,English,No,
Karnataka Board,12th Grade,Kannada,English,No,
Karnataka Board,12th Grade,Hindi,English,No,
Karnataka Board,12th Grade,Sanskrit,English,No,
Karnataka Board,12th Grade,Urdu,English,No,
Karnataka Board,12th Grade,Tamil,English,No,
Karnataka Board,12th Grade,Telugu,English,No,
Karnataka Board,12th Grade,Marathi,English,No,
Karnataka Board,1st Grade,Mathematics,Kannada,No,
Karnataka Board,1st Grade,Environmental Studies,Kannada,No,
Karnataka Board,1st Grade,Computer Awareness,Kannada,No,
Karnataka Board,1st Grade,General Knowledge,Kannada,No,
Karnataka Board,1st Grade,Moral Education,Kannada,No,
Karnataka Board,1st Grade,Physical Education,Kannada,No,
Karnataka Board,1st Grade,Art & Craft,Kannada,No,
Karnataka Board,1st Grade,Work Education,Kannada,No,
Karnataka Board,1st Grade,English,Kannada,No,
Karnataka Board,1st Grade,Kannada,Kannada,No,
Karnataka Board,1st Grade,Hindi,Kannada,No,
Karnataka Board,1st Grade,Urdu,Kannada,No,
Karnataka Board,1st Grade,Tamil,Kannada,No,
Karnataka Board,1st Grade,Telugu,Kannada,No,
Karnataka Board,1st Grade,Marathi,Kannada,No,
Karnataka Board,2nd Grade,Mathematics,Kannada,No,
Karnataka Board,2nd Grade,Environmental Studies,Kannada,No,
Karnataka Board,2nd Grade,Computer Awareness,Kannada,No,
Karnataka Board,2nd Grade,General Knowledge,Kannada,No,
Karnataka Board,2nd Grade,Moral Education,Kannada,No,
Karnataka Board,2nd Grade,Physical Education,Kannada,No,
Karnataka Board,2nd Grade,Art & Craft,Kannada,No,
Karnataka Board,2nd Grade,Work Education,Kannada,No,
Karnataka Board,2nd Grade,English,Kannada,No,
Karnataka Board,2nd Grade,Kannada,Kannada,No,
Karnataka Board,2nd Grade,Hindi,Kannada,No,
Karnataka Board,2nd Grade,Urdu,Kannada,No,
Karnataka Board,2nd Grade,Tamil,Kannada,No,
Karnataka Board,2nd Grade,Telugu,Kannada,No,
Karnataka Board,2nd Grade,Marathi,Kannada,No,
Karnataka Board,3rd Grade,Mathematics,Kannada,No,
Karnataka Board,3rd Grade,Environmental Studies,Kannada,No,
Karnataka Board,3rd Grade,Computer Awareness,Kannada,No,
Karnataka Board,3rd Grade,General Knowledge,Kannada,No,
Karnataka Board,3rd Grade,Moral Education,Kannada,No,
Karnataka Board,3rd Grade,Physical Education,Kannada,No,
Karnataka Board,3rd Grade,Art & Craft,Kannada,No,
Karnataka Board,3rd Grade,Work Education,Kannada,No,
Karnataka Board,3rd Grade,English,Kannada,No,
Karnataka Board,3rd Grade,Kannada,Kannada,No,
Karnataka Board,3rd Grade,Hindi,Kannada,No,
Karnataka Board,3rd Grade,Urdu,Kannada,No,
Karnataka Board,3rd Grade,Tamil,Kannada,No,
Karnataka Board,3rd Grade,Telugu,Kannada,No,
Karnataka Board,3rd Grade,Marathi,Kannada,No,
Karnataka Board,4th Grade,Mathematics,Kannada,No,
Karnataka Board,4th Grade,Environmental Studies,Kannada,No,
Karnataka Board,4th Grade,Computer Awareness,Kannada,No,
Karnataka Board,4th Grade,General Knowledge,Kannada,No,
Karnataka Board,4th Grade,Moral Education,Kannada,No,
Karnataka Board,4th Grade,Physical Education,Kannada,No,
Karnataka Board,4th Grade,Art & Craft,Kannada,No,
Karnataka Board,4th Grade,Work Education,Kannada,No,
Karnataka Board,4th Grade,English,Kannada,No,
Karnataka Board,4th Grade,Kannada,Kannada,No,
Karnataka Board,4th Grade,Hindi,Kannada,No,
Karnataka Board,4th Grade,Urdu,Kannada,No,
Karnataka Board,4th Grade,Tamil,Kannada,No,
Karnataka Board,4th Grade,Telugu,Kannada,No,
Karnataka Board,4th Grade,Marathi,Kannada,No,
Karnataka Board,5th Grade,Mathematics,Kannada,No,
Karnataka Board,5th Grade,Environmental Studies,Kannada,No,
Karnataka Board,5th Grade,Computer Awareness,Kannada,No,
Karnataka Board,5th Grade,General Knowledge,Kannada,No,
Karnataka Board,5th Grade,Moral Education,Kannada,No,
Karnataka Board,5th Grade,Physical Education,Kannada,No,
Karnataka Board,5th Grade,Art & Craft,Kannada,No,
Karnataka Board,5th Grade,Work Education,Kannada,No,
Karnataka Board,5th Grade,English,Kannada,No,
Karnataka Board,5th Grade,Kannada,Kannada,No,
Karnataka Board,5th Grade,Hindi,Kannada,No,
Karnataka Board,5th Grade,Urdu,Kannada,No,
Karnataka Board,5th Grade,Tamil,Kannada,No,
Karnataka Board,5th Grade,Telugu,Kannada,No,
Karnataka Board,5th Grade,Marathi,Kannada,No,
Karnataka Board,6th Grade,Mathematics,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,6th Grade,Science,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,6th Grade,Social Science,Kannada,No,
Karnataka Board,6th Grade,Environmental Studies,Kannada,No,
Karnataka Board,6th Grade,Computer Education,Kannada,No,
Karnataka Board,6th Grade,Physical Education,Kannada,No,
Karnataka Board,6th Grade,Art Education,Kannada,No,
Karnataka Board,6th Grade,Work Education,Kannada,No,
Karnataka Board,6th Grade,English,Kannada,No,
Karnataka Board,6th Grade,Kannada,Kannada,No,
Karnataka Board,6th Grade,Hindi,Kannada,No,
Karnataka Board,6th Grade,Sanskrit,Kannada,No,
Karnataka Board,6th Grade,Urdu,Kannada,No,
Karnataka Board,6th Grade,Tamil,Kannada,No,
Karnataka Board,6th Grade,Telugu,Kannada,No,
Karnataka Board,6th Grade,Marathi,Kannada,No,
Karnataka Board,7th Grade,Mathematics,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,7th Grade,Science,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,7th Grade,Social Science,Kannada,No,
Karnataka Board,7th Grade,Environmental Studies,Kannada,No,
Karnataka Board,7th Grade,Computer Education,Kannada,No,
Karnataka Board,7th Grade,Physical Education,Kannada,No,
Karnataka Board,7th Grade,Art Education,Kannada,No,
Karnataka Board,7th Grade,Work Education,Kannada,No,
Karnataka Board,7th Grade,English,Kannada,No,
Karnataka Board,7th Grade,Kannada,Kannada,No,
Karnataka Board,7th Grade,Hindi,Kannada,No,
Karnataka Board,7th Grade,Sanskrit,Kannada,No,
Karnataka Board,7th Grade,Urdu,Kannada,No,
Karnataka Board,7th Grade,Tamil,Kannada,No,
Karnataka Board,7th Grade,Telugu,Kannada,No,
Karnataka Board,7th Grade,Marathi,Kannada,No,
Karnataka Board,8th Grade,Mathematics,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,8th Grade,Science,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,8th Grade,Social Science,Kannada,No,
Karnataka Board,8th Grade,Environmental Studies,Kannada,No,
Karnataka Board,8th Grade,Computer Education,Kannada,No,
Karnataka Board,8th Grade,Physical Education,Kannada,No,
Karnataka Board,8th Grade,Art Education,Kannada,No,
Karnataka Board,8th Grade,Work Education,Kannada,No,
Karnataka Board,8th Grade,English,Kannada,No,
Karnataka Board,8th Grade,Kannada,Kannada,No,
Karnataka Board,8th Grade,Hindi,Kannada,No,
Karnataka Board,8th Grade,Sanskrit,Kannada,No,
Karnataka Board,8th Grade,Urdu,Kannada,No,
Karnataka Board,8th Grade,Tamil,Kannada,No,
Karnataka Board,8th Grade,Telugu,Kannada,No,
Karnataka Board,8th Grade,Marathi,Kannada,No,
Karnataka Board,9th Grade,Mathematics,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,9th Grade,Science,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,9th Grade,Social Science,Kannada,No,
Karnataka Board,9th Grade,Environmental Studies,Kannada,No,
Karnataka Board,9th Grade,Computer Education,Kannada,No,
Karnataka Board,9th Grade,Physical Education,Kannada,No,
Karnataka Board,9th Grade,Art Education,Kannada,No,
Karnataka Board,9th Grade,Work Education,Kannada,No,
Karnataka Board,9th Grade,English,Kannada,No,
Karnataka Board,9th Grade,Kannada,Kannada,No,
Karnataka Board,9th Grade,Hindi,Kannada,No,
Karnataka Board,9th Grade,Sanskrit,Kannada,No,
Karnataka Board,9th Grade,Urdu,Kannada,No,
Karnataka Board,9th Grade,Tamil,Kannada,No,
Karnataka Board,9th Grade,Telugu,Kannada,No,
Karnataka Board,9th Grade,Marathi,Kannada,No,
Karnataka Board,10th Grade,Mathematics,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,10th Grade,Science,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,10th Grade,Social Science,Kannada,No,
Karnataka Board,10th Grade,Environmental Studies,Kannada,No,
Karnataka Board,10th Grade,Computer Education,Kannada,No,
Karnataka Board,10th Grade,Physical Education,Kannada,No,
Karnataka Board,10th Grade,Art Education,Kannada,No,
Karnataka Board,10th Grade,Work Education,Kannada,No,
Karnataka Board,10th Grade,English,Kannada,No,
Karnataka Board,10th Grade,Kannada,Kannada,No,
Karnataka Board,10th Grade,Hindi,Kannada,No,
Karnataka Board,10th Grade,Sanskrit,Kannada,No,
Karnataka Board,10th Grade,Urdu,Kannada,No,
Karnataka Board,10th Grade,Tamil,Kannada,No,
Karnataka Board,10th Grade,Telugu,Kannada,No,
Karnataka Board,10th Grade,Marathi,Kannada,No,
Karnataka Board,11th Grade,Physics,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,11th Grade,Chemistry,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,11th Grade,Mathematics,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,11th Grade,Biology,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,11th Grade,Computer Science,Kannada,No,
Karnataka Board,11th Grade,Electronics,Kannada,No,
Karnataka Board,11th Grade,Environmental Science,Kannada,No,
Karnataka Board,11th Grade,Biotechnology,Kannada,No,
Karnataka Board,11th Grade,Economics,Kannada,No,
Karnataka Board,11th Grade,History,Kannada,No,
Karnataka Board,11th Grade,Geography,Kannada,No,
Karnataka Board,11th Grade,Political Science,Kannada,No,
Karnataka Board,11th Grade,Sociology,Kannada,No,
Karnataka Board,11th Grade,Psychology,Kannada,No,
Karnataka Board,11th Grade,Philosophy,Kannada,No,
Karnataka Board,11th Grade,Home Science,Kannada,No,
Karnataka Board,11th Grade,Physical Education,Kannada,No,
Karnataka Board,11th Grade,Accountancy,Kannada,No,
Karnataka Board,11th Grade,Business Studies,Kannada,No,
Karnataka Board,11th Grade,Statistics,Kannada,No,
Karnataka Board,11th Grade,English,Kannada,No,
Karnataka Board,11th Grade,Kannada,Kannada,No,
Karnataka Board,11th Grade,Hindi,Kannada,No,
Karnataka Board,11th Grade,Sanskrit,Kannada,No,
Karnataka Board,11th Grade,Urdu,Kannada,No,
Karnataka Board,11th Grade,Tamil,Kannada,No,
Karnataka Board,11th Grade,Telugu,Kannada,No,
Karnataka Board,11th Grade,Marathi,Kannada,No,
Karnataka Board,12th Grade,Physics,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,12th Grade,Chemistry,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,12th Grade,Mathematics,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,12th Grade,Biology,Kannada,Partial,"Partial Coverage of videos, lessons and private publishers"
Karnataka Board,12th Grade,Computer Science,Kannada,No,
Karnataka Board,12th Grade,Electronics,Kannada,No,
Karnataka Board,12th Grade,Environmental Science,Kannada,No,
Karnataka Board,12th Grade,Biotechnology,Kannada,No,
Karnataka Board,12th Grade,Economics,Kannada,No,
Karnataka Board,12th Grade,History,Kannada,No,
Karnataka Board,12th Grade,Geography,Kannada,No,
Karnataka Board,12th Grade,Political Science,Kannada,No,
Karnataka Board,12th Grade,Sociology,Kannada,No,
Karnataka Board,12th Grade,Psychology,Kannada,No,
Karnataka Board,12th Grade,Philosophy,Kannada,No,
Karnataka Board,12th Grade,Home Science,Kannada,No,
Karnataka Board,12th Grade,Physical Education,Kannada,No,
Karnataka Board,12th Grade,Accountancy,Kannada,No,
Karnataka Board,12th Grade,Business Studies,Kannada,No,
Karnataka Board,12th Grade,Statistics,Kannada,No,
Karnataka Board,12th Grade,English,Kannada,No,
Karnataka Board,12th Grade,Kannada,Kannada,No,
Karnataka Board,12th Grade,Hindi,Kannada,No,
Karnataka Board,12th Grade,Sanskrit,Kannada,No,
Karnataka Board,12th Grade,Urdu,Kannada,No,
Karnataka Board,12th Grade,Tamil,Kannada,No,
Karnataka Board,12th Grade,Telugu,Kannada,No,
Karnataka Board,12th Grade,Marathi,Kannada,No,
Kerala Board,1st Grade,Mathematics,English,No,
Kerala Board,1st Grade,Environmental Studies,English,No,
Kerala Board,1st Grade,Computer Awareness,English,No,
Kerala Board,1st Grade,General Knowledge,English,No,
Kerala Board,1st Grade,Moral Education,English,No,
Kerala Board,1st Grade,Physical Education,English,No,
Kerala Board,1st Grade,Art & Craft,English,No,
Kerala Board,1st Grade,Work Education,English,No,
Kerala Board,1st Grade,English,English,No,
Kerala Board,1st Grade,Malayalam,English,No,
Kerala Board,1st Grade,Hindi,English,No,
Kerala Board,1st Grade,Arabic,English,No,
Kerala Board,1st Grade,Tamil,English,No,
Kerala Board,1st Grade,Kannada,English,No,
Kerala Board,2nd Grade,Mathematics,English,No,
Kerala Board,2nd Grade,Environmental Studies,English,No,
Kerala Board,2nd Grade,Computer Awareness,English,No,
Kerala Board,2nd Grade,General Knowledge,English,No,
Kerala Board,2nd Grade,Moral Education,English,No,
Kerala Board,2nd Grade,Physical Education,English,No,
Kerala Board,2nd Grade,Art & Craft,English,No,
Kerala Board,2nd Grade,Work Education,English,No,
Kerala Board,2nd Grade,English,English,No,
Kerala Board,2nd Grade,Malayalam,English,No,
Kerala Board,2nd Grade,Hindi,English,No,
Kerala Board,2nd Grade,Arabic,English,No,
Kerala Board,2nd Grade,Tamil,English,No,
Kerala Board,2nd Grade,Kannada,English,No,
Kerala Board,3rd Grade,Mathematics,English,No,
Kerala Board,3rd Grade,Environmental Studies,English,No,
Kerala Board,3rd Grade,Computer Awareness,English,No,
Kerala Board,3rd Grade,General Knowledge,English,No,
Kerala Board,3rd Grade,Moral Education,English,No,
Kerala Board,3rd Grade,Physical Education,English,No,
Kerala Board,3rd Grade,Art & Craft,English,No,
Kerala Board,3rd Grade,Work Education,English,No,
Kerala Board,3rd Grade,English,English,No,
Kerala Board,3rd Grade,Malayalam,English,No,
Kerala Board,3rd Grade,Hindi,English,No,
Kerala Board,3rd Grade,Arabic,English,No,
Kerala Board,3rd Grade,Tamil,English,No,
Kerala Board,3rd Grade,Kannada,English,No,
Kerala Board,4th Grade,Mathematics,English,No,
Kerala Board,4th Grade,Environmental Studies,English,No,
Kerala Board,4th Grade,Computer Awareness,English,No,
Kerala Board,4th Grade,General Knowledge,English,No,
Kerala Board,4th Grade,Moral Education,English,No,
Kerala Board,4th Grade,Physical Education,English,No,
Kerala Board,4th Grade,Art & Craft,English,No,
Kerala Board,4th Grade,Work Education,English,No,
Kerala Board,4th Grade,English,English,No,
Kerala Board,4th Grade,Malayalam,English,No,
Kerala Board,4th Grade,Hindi,English,No,
Kerala Board,4th Grade,Arabic,English,No,
Kerala Board,4th Grade,Tamil,English,No,
Kerala Board,4th Grade,Kannada,English,No,
Kerala Board,5th Grade,Mathematics,English,No,
Kerala Board,5th Grade,Environmental Studies,English,No,
Kerala Board,5th Grade,Computer Awareness,English,No,
Kerala Board,5th Grade,General Knowledge,English,No,
Kerala Board,5th Grade,Moral Education,English,No,
Kerala Board,5th Grade,Physical Education,English,No,
Kerala Board,5th Grade,Art & Craft,English,No,
Kerala Board,5th Grade,Work Education,English,No,
Kerala Board,5th Grade,English,English,No,
Kerala Board,5th Grade,Malayalam,English,No,
Kerala Board,5th Grade,Hindi,English,No,
Kerala Board,5th Grade,Arabic,English,No,
Kerala Board,5th Grade,Tamil,English,No,
Kerala Board,5th Grade,Kannada,English,No,
Kerala Board,6th Grade,Mathematics,English,Yes,
Kerala Board,6th Grade,Science,English,Yes,
Kerala Board,6th Grade,Social Science,English,No,
Kerala Board,6th Grade,Environmental Studies,English,No,
Kerala Board,6th Grade,Information Technology,English,No,
Kerala Board,6th Grade,Physical Education,English,No,
Kerala Board,6th Grade,Art Education,English,No,
Kerala Board,6th Grade,Work Education,English,No,
Kerala Board,6th Grade,English,English,No,
Kerala Board,6th Grade,Malayalam,English,No,
Kerala Board,6th Grade,Hindi,English,No,
Kerala Board,6th Grade,Sanskrit,English,No,
Kerala Board,6th Grade,Arabic,English,No,
Kerala Board,6th Grade,Tamil,English,No,
Kerala Board,6th Grade,Kannada,English,No,
Kerala Board,7th Grade,Mathematics,English,Partial,Partial Coverage of videos
Kerala Board,7th Grade,Science,English,Partial,Partial Coverage of lessons and videos
Kerala Board,7th Grade,Social Science,English,No,
Kerala Board,7th Grade,Environmental Studies,English,No,
Kerala Board,7th Grade,Information Technology,English,No,
Kerala Board,7th Grade,Physical Education,English,No,
Kerala Board,7th Grade,Art Education,English,No,
Kerala Board,7th Grade,Work Education,English,No,
Kerala Board,7th Grade,English,English,No,
Kerala Board,7th Grade,Malayalam,English,No,
Kerala Board,7th Grade,Hindi,English,No,
Kerala Board,7th Grade,Sanskrit,English,No,
Kerala Board,7th Grade,Arabic,English,No,
Kerala Board,7th Grade,Tamil,English,No,
Kerala Board,7th Grade,Kannada,English,No,
Kerala Board,8th Grade,Mathematics,English,Partial,Partial Coverage of lessons and videos
Kerala Board,8th Grade,Science,English,Yes,
Kerala Board,8th Grade,Social Science,English,No,
Kerala Board,8th Grade,Environmental Studies,English,No,
Kerala Board,8th Grade,Information Technology,English,No,
Kerala Board,8th Grade,Physical Education,English,No,
Kerala Board,8th Grade,Art Education,English,No,
Kerala Board,8th Grade,Work Education,English,No,
Kerala Board,8th Grade,English,English,No,
Kerala Board,8th Grade,Malayalam,English,No,
Kerala Board,8th Grade,Hindi,English,No,
Kerala Board,8th Grade,Sanskrit,English,No,
Kerala Board,8th Grade,Arabic,English,No,
Kerala Board,8th Grade,Tamil,English,No,
Kerala Board,8th Grade,Kannada,English,No,
Kerala Board,9th Grade,Mathematics,English,Partial,Partial Coverage of lessons and videos
Kerala Board,9th Grade,Science,English,Yes,
Kerala Board,9th Grade,Social Science,English,No,
Kerala Board,9th Grade,Environmental Studies,English,No,
Kerala Board,9th Grade,Information Technology,English,No,
Kerala Board,9th Grade,Physical Education,English,No,
Kerala Board,9th Grade,Art Education,English,No,
Kerala Board,9th Grade,Work Education,English,No,
Kerala Board,9th Grade,English,English,No,
Kerala Board,9th Grade,Malayalam,English,No,
Kerala Board,9th Grade,Hindi,English,No,
Kerala Board,9th Grade,Sanskrit,English,No,
Kerala Board,9th Grade,Arabic,English,No,
Kerala Board,9th Grade,Tamil,English,No,
Kerala Board,9th Grade,Kannada,English,No,
Kerala Board,10th Grade,Mathematics,English,Partial,Partial Coverage of lessons and videos
Kerala Board,10th Grade,Science,English,Partial,Partial Coverage of lessons and videos
Kerala Board,10th Grade,Social Science,English,No,
Kerala Board,10th Grade,Environmental Studies,English,No,
Kerala Board,10th Grade,Information Technology,English,No,
Kerala Board,10th Grade,Physical Education,English,No,
Kerala Board,10th Grade,Art Education,English,No,
Kerala Board,10th Grade,Work Education,English,No,
Kerala Board,10th Grade,English,English,No,
Kerala Board,10th Grade,Malayalam,English,No,
Kerala Board,10th Grade,Hindi,English,No,
Kerala Board,10th Grade,Sanskrit,English,No,
Kerala Board,10th Grade,Arabic,English,No,
Kerala Board,10th Grade,Tamil,English,No,
Kerala Board,10th Grade,Kannada,English,No,
Kerala Board,11th Grade,Physics,English,Yes,
Kerala Board,11th Grade,Chemistry,English,Yes,
Kerala Board,11th Grade,Mathematics,English,Yes,
Kerala Board,11th Grade,Biology,English,Yes,
Kerala Board,11th Grade,Computer Science,English,No,
Kerala Board,11th Grade,Informatics Practices,English,No,
Kerala Board,11th Grade,Electronics,English,No,
Kerala Board,11th Grade,Environmental Science,English,No,
Kerala Board,11th Grade,Biotechnology,English,No,
Kerala Board,11th Grade,Economics,English,No,
Kerala Board,11th Grade,History,English,No,
Kerala Board,11th Grade,Geography,English,No,
Kerala Board,11th Grade,Political Science,English,No,
Kerala Board,11th Grade,Sociology,English,No,
Kerala Board,11th Grade,Psychology,English,No,
